amplitude,frequency,noise_level,electrode_distance,stimulus_intensity,latency
5.745071229516849,63.99355436586002,0.40710648912562764,0.6745970714292191,13.20513800108205,0.27021058833278255
4.792603548243223,59.246336829127685,0.06600984414024158,1.1704758925193228,11.812362668765553,0.3361177500491825
5.971532807151039,50.59630369920174,0.3488205339694793,1.6272292919186027,16.910916256314366,1.1869957899493335
7.284544784612038,43.53063222294426,0.11099809879131484,0.360582127490212,5.561667330580828,-1.411952919513692
4.648769937914996,56.9822331361359,0.8082352100092222,1.2033282606531415,13.777699719360397,1.7492009557476402
4.648794564576229,53.934853854217494,0.9476880259644708,1.0604666447407414,13.439322611202183,2.0397745305032813
7.368819223261087,58.95193220027732,0.0723164752579386,0.3737496934250792,7.079863485918896,-0.5441462532554677
6.151152093729364,56.351718016819696,0.9551152072917014,1.2855971225050664,13.021400009419478,2.583550685970939
4.295788421097572,60.49552715319335,0.5225765993367452,0.6199167939354661,11.008434889078686,1.1364227906569015
5.813840065378947,44.64764788439432,0.2995656779538739,1.0268852052336237,9.317571220139776,1.1862859060271134
4.304873460781307,63.173940656343255,0.07686207527616351,0.25631741612641756,7.5281935390840005,-0.256584747637711
4.301405369644614,51.975996046923996,0.5006242680704178,0.9732097087058837,7.842671645652442,1.5264515997827786
5.362943407349051,70.75260872625266,0.7945155444907487,0.6822805892813586,16.14943628735778,2.2114102401510314
2.1300796330133034,43.10812181910432,0.7070864772666982,1.662524301252173,10.002048456872448,2.688273866494483
2.4126232512304506,67.3596380316525,0.05022601146397376,0.20825958129499972,12.346390004594378,-0.5827513082619642
4.156568706138541,51.979107834626475,0.07290183536790351,0.8953538223448269,7.627301854997341,0.05098567252317593
3.480753319498364,43.48581996385552,0.4028732826326371,0.9710197058497322,7.660441161335084,0.7705987335154055
5.471370998892911,45.16114165945678,0.2952904940479433,1.4775115449683256,13.245954427749826,1.026826928228922
3.6379638867181834,46.7965269180568,0.23238432305604784,1.1911463926714008,5.951271365345404,1.0397222312832444
2.8815444479970624,54.241659464019165,0.2810044989087136,1.367703440668944,8.754358696284186,0.5382599363393249
7.198473153382331,55.228354880355,0.8034827432968846,1.5763936427383365,10.102082233216697,1.7092342495831732
4.661335549270197,44.26299996061421,0.9292280536318539,1.7381856499505586,10.334117805520158,1.2514517112338992
5.101292307031886,49.756454077390174,0.4051026945275664,0.6963634437726939,9.46272014495153,1.3692303831392363
2.8628777206798146,71.42270358611864,0.9061110021324971,1.1222431401914155,11.18745934328777,1.8308686819543738
4.183425913212226,67.27543170100711,0.32149570124788196,1.6962053490344797,12.078567267453435,1.1006834556140297
5.166383884564799,54.36323669674032,0.4764369863437916,1.9799571488336072,12.20391263637799,1.2713893016538766
3.2735096338665457,50.380034781682,0.22602899781599972,1.7900866909831499,7.04258857399652,1.592764165243627
5.563547027518508,51.200313267182615,0.640476042175844,0.8057877989863159,9.147534706213609,-0.29126193960569435
4.099041965121793,56.13517972730417,0.9789811151748089,0.4708163827154358,13.584288585630812,1.7751610540322018
4.562459375310085,39.77207434801594,0.6034930960433786,1.0298458210725185,12.683941562721618,1.212753786343159
4.097440081655905,47.42623462576655,0.35781408411354887,1.5091187584884802,5.8814216455568085,0.8336253455099059
7.778417276763407,33.3141592612241,0.6478174459905284,1.0358812344312653,11.054439701056605,1.898847054338165
4.979754162893099,53.992231226052795,0.12292067846538757,1.01804364029597,4.06532425187557,-0.18677696863843535
3.41343360656615,56.47195939702741,0.8886590802653986,1.692637800055421,10.14080470618111,2.6681917885197235
6.233817368154783,45.16813537700626,0.5030839507798364,0.786667180227654,15.693301050237931,0.9542461492110632
3.1687345250434666,65.73986763290033,0.44934974203964206,1.7336098821421266,7.156321848193041,2.0793905989137587
5.313295392507133,37.74234336997659,0.5858647884535192,0.8729291218082748,7.497030863525254,0.7432700561717098
2.0604948141803368,35.3562511979018,0.6247838627894025,0.7236429007888449,12.292089344718578,1.038855244993314
3.0077209266523544,52.244518185599716,0.07177580622651303,0.9625808312794281,5.371595454371063,0.8721048891662038
5.295291853803685,60.470983026121544,0.6826172212234024,1.54864922148225,8.101734910344883,1.8226905219726164
6.107699869993116,66.83927691457869,0.24193168031552958,0.33940385294158915,11.789323412745258,-0.7296733732358371
5.257052421784956,45.4111573713106,0.7139526325065898,0.473196510156833,8.09714245693179,0.8691457706814654
4.826527576417639,60.78680833431296,0.8225347943841967,1.9077451687598745,9.292090038367085,2.3094807424305976
